"Time","Internet traffic data (in bits) from a private ISP with centres in 11 European cities. The data corresponds to a transatlantic link and was collected from 06:57 hours on 7 June to 11:17 hours on 31 July 2005. Hourly data."
"2005-07-02 22:00:00",27335415583
"2005-07-02 23:00:00",31768508536
"2005-07-03 00:00:00",34105599808
"2005-07-03 01:00:00",34129910541
"2005-07-03 02:00:00",34195914565
"2005-07-03 03:00:00",33696048765
"2005-07-03 04:00:00",34980741187
"2005-07-03 05:00:00",36508832356
"2005-07-03 06:00:00",36449512232
"2005-07-03 07:00:00",37151979337
"2005-07-03 08:00:00",38957387754
"2005-07-03 09:00:00",38363078298
"2005-07-03 10:00:00",37126481318
"2005-07-03 11:00:00",33287245492
"2005-07-03 12:00:00",27670783512
"2005-07-03 13:00:00",23613222216
"2005-07-03 14:00:00",20309946658
"2005-07-03 15:00:00",19445100452
"2005-07-03 16:00:00",19943991151
"2005-07-03 17:00:00",20715319155
"2005-07-03 18:00:00",24436408487
"2005-07-03 19:00:00",34262909178
"2005-07-03 20:00:00",60651431871
"2005-07-03 21:00:00",83028042420
"2005-07-03 22:00:00",90074587336
"2005-07-03 23:00:00",95034809583
"2005-07-04 00:00:00",95203332395
"2005-07-04 01:00:00",94863886958
"2005-07-04 02:00:00",99649120069
"2005-07-04 03:00:00",97854731863
"2005-07-04 04:00:00",91224735995
"2005-07-04 05:00:00",77685217824
"2005-07-04 06:00:00",57965829337
"2005-07-04 07:00:00",49214415595
"2005-07-04 08:00:00",46050475722
"2005-07-04 09:00:00",43894171472
"2005-07-04 10:00:00",43266417163
"2005-07-04 11:00:00",33523924253
"2005-07-04 12:00:00",28045054948
"2005-07-04 13:00:00",22929001712
"2005-07-04 14:00:00",20999684290
"2005-07-04 15:00:00",19421959281
"2005-07-04 16:00:00",18374783356
"2005-07-04 17:00:00",18939111824
"2005-07-04 18:00:00",25066377740
"2005-07-04 19:00:00",40546902854
"2005-07-04 20:00:00",66617841692
"2005-07-04 21:00:00",82886796737
"2005-07-04 22:00:00",92328840430
"2005-07-04 23:00:00",97202780921
"2005-07-05 00:00:00",91051447314
"2005-07-05 01:00:00",95053469812
"2005-07-05 02:00:00",94356472916
"2005-07-05 03:00:00",93235514939
"2005-07-05 04:00:00",83570889967
"2005-07-05 05:00:00",68984479663
"2005-07-05 06:00:00",52833479522
"2005-07-05 07:00:00",47572918760
"2005-07-05 08:00:00",44024699323
"2005-07-05 09:00:00",41689067344
"2005-07-05 10:00:00",36765237303
"2005-07-05 11:00:00",29931833265
"2005-07-05 12:00:00",25547007679
"2005-07-05 13:00:00",21845876244
"2005-07-05 14:00:00",21008745537
"2005-07-05 15:00:00",19837515656
"2005-07-05 16:00:00",19480268930
"2005-07-05 17:00:00",23096500808
"2005-07-05 18:00:00",31426115516
"2005-07-05 19:00:00",50826250681
"2005-07-05 20:00:00",73624513356
"2005-07-05 21:00:00",86730883388
"2005-07-05 22:00:00",92711008893
"2005-07-05 23:00:00",96147457620
"2005-07-06 00:00:00",96571328522
"2005-07-06 01:00:00",96888929011
"2005-07-06 02:00:00",96263197420
"2005-07-06 03:00:00",89238921236
"2005-07-06 04:00:00",76235454922
"2005-07-06 05:00:00",60362832437
"2005-07-06 06:00:00",51454083553
"2005-07-06 07:00:00",48165029463
"2005-07-06 08:00:00",44903875405
"2005-07-06 09:00:00",39035488950
"2005-07-06 10:00:00",33655487011
"2005-07-06 11:00:00",29648165372
"2005-07-06 12:00:00",24438126274
"2005-07-06 13:00:00",22378971026
"2005-07-06 14:00:00",21611575949
"2005-07-06 15:00:00",19726354979
"2005-07-06 16:00:00",19351720367
"2005-07-06 17:00:00",23962233047
"2005-07-06 18:00:00",37569876744
"2005-07-06 19:00:00",61091953346
"2005-07-06 20:00:00",80559933693
"2005-07-06 21:00:00",90472737523
"2005-07-06 22:00:00",96967826338
"2005-07-06 23:00:00",95937925681
"2005-07-07 00:00:00",95574841591
"2005-07-07 01:00:00",95157574039
"2005-07-07 02:00:00",92399032931
"2005-07-07 03:00:00",88279687012
"2005-07-07 04:00:00",71562032159
"2005-07-07 05:00:00",54788224492
"2005-07-07 06:00:00",49849027204
"2005-07-07 07:00:00",44651592609
"2005-07-07 08:00:00",42234329703
"2005-07-07 09:00:00",36969284817
"2005-07-07 10:00:00",32349967921
"2005-07-07 11:00:00",27997406012
"2005-07-07 12:00:00",24179615729
"2005-07-07 13:00:00",22957691366
"2005-07-07 14:00:00",23455694261
"2005-07-07 15:00:00",20915595220
"2005-07-07 16:00:00",21668928823
"2005-07-07 17:00:00",28643497279
"2005-07-07 18:00:00",46420775555
"2005-07-07 19:00:00",68582573078
"2005-07-07 20:00:00",84155577910
"2005-07-07 21:00:00",91039580573
"2005-07-07 22:00:00",91745217610
"2005-07-07 23:00:00",87881891401
"2005-07-08 00:00:00",89911120550
"2005-07-08 01:00:00",87796876573
"2005-07-08 02:00:00",79273771496
"2005-07-08 03:00:00",70121954610
"2005-07-08 04:00:00",57074966722
"2005-07-08 05:00:00",45680826860
"2005-07-08 06:00:00",40551305812
"2005-07-08 07:00:00",37389217178
"2005-07-08 08:00:00",35351495392
"2005-07-08 09:00:00",30984959074
"2005-07-08 10:00:00",26881914483
"2005-07-08 11:00:00",24645510941
"2005-07-08 12:00:00",21476349345
"2005-07-08 13:00:00",19671006064
"2005-07-08 14:00:00",19181275055
"2005-07-08 15:00:00",18061403440
"2005-07-08 16:00:00",18909879283
"2005-07-08 17:00:00",19497864780
"2005-07-08 18:00:00",22237621014
"2005-07-08 19:00:00",27372423871
"2005-07-08 20:00:00",31060638523
"2005-07-08 21:00:00",32998646186
"2005-07-08 22:00:00",34599923439
"2005-07-08 23:00:00",34732625697
"2005-07-09 00:00:00",33244570234
"2005-07-09 01:00:00",31479288339
"2005-07-09 02:00:00",32745979823
"2005-07-09 03:00:00",33255061800
"2005-07-09 04:00:00",32689887915
"2005-07-09 05:00:00",32450287761
"2005-07-09 06:00:00",32086226473
"2005-07-09 07:00:00",32210156563
"2005-07-09 08:00:00",32020880958
"2005-07-09 09:00:00",28201980813
"2005-07-09 10:00:00",24614618919
"2005-07-09 11:00:00",23224743320
"2005-07-09 12:00:00",20936348021
"2005-07-09 13:00:00",19487441181
"2005-07-09 14:00:00",18632821237
"2005-07-09 15:00:00",16678781776
"2005-07-09 16:00:00",16891517428
"2005-07-09 17:00:00",17045997976
"2005-07-09 18:00:00",19668423786
"2005-07-09 19:00:00",23723982073
"2005-07-09 20:00:00",28508902774
"2005-07-09 21:00:00",31239179623
"2005-07-09 22:00:00",32984574201
"2005-07-09 23:00:00",32335863856
"2005-07-10 00:00:00",32832310755
"2005-07-10 01:00:00",33975995929
"2005-07-10 02:00:00",36730276972
"2005-07-10 03:00:00",35331705033
"2005-07-10 04:00:00",36346255676
"2005-07-10 05:00:00",38269861752
"2005-07-10 06:00:00",36177835888
"2005-07-10 07:00:00",35449546447
"2005-07-10 08:00:00",32212148577
"2005-07-10 09:00:00",27755464924
"2005-07-10 10:00:00",24130668412
"2005-07-10 11:00:00",20170755930
"2005-07-10 12:00:00",19585498848
"2005-07-10 13:00:00",17965791427
"2005-07-10 14:00:00",18145199140
"2005-07-10 15:00:00",21436676575
"2005-07-10 16:00:00",28573247498
"2005-07-10 17:00:00",51326315157
"2005-07-10 18:00:00",77952491704
"2005-07-10 19:00:00",91336784369
"2005-07-10 20:00:00",97899057325
"2005-07-10 21:00:00",98200826745
"2005-07-10 22:00:00",96137180949
"2005-07-10 23:00:00",98168123070
"2005-07-11 00:00:00",99568330488
"2005-07-11 01:00:00",91547964982
"2005-07-11 02:00:00",79883715170
"2005-07-11 03:00:00",61657668296
"2005-07-11 04:00:00",51585867778
"2005-07-11 05:00:00",47213791798
"2005-07-11 06:00:00",43916146463
"2005-07-11 07:00:00",40897409816
"2005-07-11 08:00:00",34982698512
"2005-07-11 09:00:00",29815232002
"2005-07-11 10:00:00",24546547903
"2005-07-11 11:00:00",22993483495
"2005-07-11 12:00:00",21950124682
"2005-07-11 13:00:00",20987265077
"2005-07-11 14:00:00",22900604084
"2005-07-11 15:00:00",24133695751
"2005-07-11 16:00:00",37547257708
"2005-07-11 17:00:00",65405002170
"2005-07-11 18:00:00",83433602287
"2005-07-11 19:00:00",93525843851
"2005-07-11 20:00:00",98445011416
"2005-07-11 21:00:00",95622462978
"2005-07-11 22:00:00",97108978928
"2005-07-11 23:00:00",100871365956
"2005-07-12 00:00:00",86501816576
"2005-07-12 01:00:00",73814334814
"2005-07-12 02:00:00",78975249172
"2005-07-12 03:00:00",57172622777
"2005-07-12 04:00:00",48610807778
"2005-07-12 05:00:00",43998838956
"2005-07-12 06:00:00",42946609377
"2005-07-12 07:00:00",38632665347
"2005-07-12 08:00:00",33724153910
"2005-07-12 09:00:00",26559307068
"2005-07-12 10:00:00",23846425070
"2005-07-12 11:00:00",23234982290
"2005-07-12 12:00:00",22892308708
"2005-07-12 13:00:00",18788405358
"2005-07-12 14:00:00",20445654193
"2005-07-12 15:00:00",29325633105
"2005-07-12 16:00:00",49956507923
"2005-07-12 17:00:00",74173388264
"2005-07-12 18:00:00",83329446721
"2005-07-12 19:00:00",92467262920
"2005-07-12 20:00:00",92435734756
"2005-07-12 21:00:00",94430078989
"2005-07-12 22:00:00",96861449107
"2005-07-12 23:00:00",96398235524
"2005-07-13 00:00:00",89116873798
"2005-07-13 01:00:00",79448056007
"2005-07-13 02:00:00",49524428935
"2005-07-13 03:00:00",37059450719
"2005-07-13 04:00:00",32102958505
"2005-07-13 05:00:00",31476233353
"2005-07-13 06:00:00",28544235069
"2005-07-13 07:00:00",24306679391
"2005-07-13 08:00:00",21146588137
"2005-07-13 09:00:00",18130726828
"2005-07-13 10:00:00",16100827265
"2005-07-13 11:00:00",14973448906
"2005-07-13 12:00:00",14744472863
"2005-07-13 13:00:00",15943513614
"2005-07-13 14:00:00",18565922668
"2005-07-13 15:00:00",31229699849
"2005-07-13 16:00:00",46402198537
"2005-07-13 17:00:00",65294616938
"2005-07-13 18:00:00",72445080180
"2005-07-13 19:00:00",75682252236
"2005-07-13 20:00:00",72862459379
"2005-07-13 21:00:00",69962557076
"2005-07-13 22:00:00",71850495161
"2005-07-13 23:00:00",73112583514
"2005-07-14 00:00:00",65547978156
"2005-07-14 01:00:00",54002194243
"2005-07-14 02:00:00",49247960599
"2005-07-14 03:00:00",44689344757
"2005-07-14 04:00:00",43134247765
"2005-07-14 05:00:00",41020914480
"2005-07-14 06:00:00",37654951959
"2005-07-14 07:00:00",33043033289
"2005-07-14 08:00:00",28778638425
"2005-07-14 09:00:00",24259773292
"2005-07-14 10:00:00",22656583805
"2005-07-14 11:00:00",21218104983
"2005-07-14 12:00:00",19928280191
"2005-07-14 13:00:00",22223041703
"2005-07-14 14:00:00",26340163244
"2005-07-14 15:00:00",45055441194
"2005-07-14 16:00:00",70534897280
"2005-07-14 17:00:00",81995953100
"2005-07-14 18:00:00",92287290941
"2005-07-14 19:00:00",80499924288
"2005-07-14 20:00:00",73490286924
"2005-07-14 21:00:00",72002318617
"2005-07-14 22:00:00",69552993504
"2005-07-14 23:00:00",58515605313
"2005-07-15 00:00:00",56100712439
"2005-07-15 01:00:00",48723853683
"2005-07-15 02:00:00",42585028901
"2005-07-15 03:00:00",38213503657
"2005-07-15 04:00:00",35495692404
"2005-07-15 05:00:00",34512360016
"2005-07-15 06:00:00",31194620009
"2005-07-15 07:00:00",28214476694
"2005-07-15 08:00:00",24351140844
"2005-07-15 09:00:00",22114328128
"2005-07-15 10:00:00",21638011579
"2005-07-15 11:00:00",20118297099
"2005-07-15 12:00:00",18679282379
"2005-07-15 13:00:00",18804692123
"2005-07-15 14:00:00",19206356546
"2005-07-15 15:00:00",21913628909
"2005-07-15 16:00:00",27778093044
"2005-07-15 17:00:00",30977693116
"2005-07-15 18:00:00",35411242455
"2005-07-15 19:00:00",36968959933
"2005-07-15 20:00:00",35257501733
"2005-07-15 21:00:00",34472591908
"2005-07-15 22:00:00",34214887170
"2005-07-15 23:00:00",34369037595
"2005-07-16 00:00:00",33124089407
"2005-07-16 01:00:00",32825542526
"2005-07-16 02:00:00",33195737949
"2005-07-16 03:00:00",32485917957
"2005-07-16 04:00:00",32346249287
"2005-07-16 05:00:00",31228286001
"2005-07-16 06:00:00",29114144398
"2005-07-16 07:00:00",25169282743
"2005-07-16 08:00:00",23830374656
"2005-07-16 09:00:00",21371000921
"2005-07-16 10:00:00",20784110086
"2005-07-16 11:00:00",18987442558
"2005-07-16 12:00:00",18316354867
"2005-07-16 13:00:00",17292531917
"2005-07-16 14:00:00",17252224793
"2005-07-16 15:00:00",19331174461
"2005-07-16 16:00:00",23647002495
"2005-07-16 17:00:00",27763551796
"2005-07-16 18:00:00",31796429882
"2005-07-16 19:00:00",33643132411
"2005-07-16 20:00:00",32996388916
"2005-07-16 21:00:00",34130695298
"2005-07-16 22:00:00",33642484396
"2005-07-16 23:00:00",33160840812
"2005-07-17 00:00:00",33844286143
"2005-07-17 01:00:00",34882787515
"2005-07-17 02:00:00",36206470090
"2005-07-17 03:00:00",36269421369
"2005-07-17 04:00:00",36700586664
"2005-07-17 05:00:00",32626613915
"2005-07-17 06:00:00",27428492989
"2005-07-17 07:00:00",22562880915
"2005-07-17 08:00:00",20863630987
"2005-07-17 09:00:00",20206569634
"2005-07-17 10:00:00",19159001521
"2005-07-17 11:00:00",17408187996
"2005-07-17 12:00:00",20731990718
"2005-07-17 13:00:00",27387980384
"2005-07-17 14:00:00",50102775195
"2005-07-17 15:00:00",76585391928
"2005-07-17 16:00:00",89988697101
"2005-07-17 17:00:00",93194053770
"2005-07-17 18:00:00",97382191787
"2005-07-17 19:00:00",96117371087
"2005-07-17 20:00:00",94077327632
"2005-07-17 21:00:00",94066358752
"2005-07-17 22:00:00",91308016990
"2005-07-17 23:00:00",81990129700
"2005-07-18 00:00:00",64234716530
"2005-07-18 01:00:00",50767959441
"2005-07-18 02:00:00",45177454672
"2005-07-18 03:00:00",41524708075
"2005-07-18 04:00:00",37812073722
"2005-07-18 05:00:00",33895201299
"2005-07-18 06:00:00",29348020016
"2005-07-18 07:00:00",25622113073
"2005-07-18 08:00:00",22175786673
"2005-07-18 09:00:00",22349838495
"2005-07-18 10:00:00",19667339301
"2005-07-18 11:00:00",19857761059
"2005-07-18 12:00:00",22348110123
"2005-07-18 13:00:00",33309935263
"2005-07-18 14:00:00",58242854374
"2005-07-18 15:00:00",78915317963
"2005-07-18 16:00:00",89615207202
"2005-07-18 17:00:00",96161587336
"2005-07-18 18:00:00",94481761850
"2005-07-18 19:00:00",94865599606
"2005-07-18 20:00:00",96583677005
"2005-07-18 21:00:00",94686427375
"2005-07-18 22:00:00",86711211169
"2005-07-18 23:00:00",74569387128
"2005-07-19 00:00:00",55604439987
"2005-07-19 01:00:00",48298392806
"2005-07-19 02:00:00",47427086298
"2005-07-19 03:00:00",44503593367
"2005-07-19 04:00:00",38808412121
"2005-07-19 05:00:00",32341484208
"2005-07-19 06:00:00",26934482419
"2005-07-19 07:00:00",23596997935
"2005-07-19 08:00:00",20965178114
"2005-07-19 09:00:00",19100967836
"2005-07-19 10:00:00",17988514570
"2005-07-19 11:00:00",21503570237
"2005-07-19 12:00:00",26229146766
"2005-07-19 13:00:00",43835426773
"2005-07-19 14:00:00",68175998866
"2005-07-19 15:00:00",84450039515
"2005-07-19 16:00:00",92556367815
"2005-07-19 17:00:00",96911223062
"2005-07-19 18:00:00",92819380550
"2005-07-19 19:00:00",92939035290
"2005-07-19 20:00:00",92221160709
"2005-07-19 21:00:00",89441701389
"2005-07-19 22:00:00",78901311402
"2005-07-19 23:00:00",63437771613
"2005-07-20 00:00:00",51069589112
"2005-07-20 01:00:00",45726339223
"2005-07-20 02:00:00",44515367345
"2005-07-20 03:00:00",40762926849
"2005-07-20 04:00:00",34982134952
"2005-07-20 05:00:00",29127172218
"2005-07-20 06:00:00",23634627230
"2005-07-20 07:00:00",18480552168
"2005-07-20 08:00:00",17982453518
"2005-07-20 09:00:00",17351783110
"2005-07-20 10:00:00",16497151281
"2005-07-20 11:00:00",18730817768
"2005-07-20 12:00:00",25932611103
"2005-07-20 13:00:00",39150805077
"2005-07-20 14:00:00",51777890693
"2005-07-20 15:00:00",57367307397
"2005-07-20 16:00:00",62037590132
"2005-07-20 17:00:00",61472448101
"2005-07-20 18:00:00",62121645184
"2005-07-20 19:00:00",62872633858
"2005-07-20 20:00:00",60188527856
"2005-07-20 21:00:00",58278688959
"2005-07-20 22:00:00",57343086568
"2005-07-20 23:00:00",54503955198
"2005-07-21 00:00:00",44788105636
"2005-07-21 01:00:00",42968440538
"2005-07-21 02:00:00",40078299728
"2005-07-21 03:00:00",36290223306
"2005-07-21 04:00:00",34109130134
"2005-07-21 05:00:00",25695881218
"2005-07-21 06:00:00",23379724663
"2005-07-21 07:00:00",21104603783
"2005-07-21 08:00:00",20576416229
"2005-07-21 09:00:00",19962475757
"2005-07-21 10:00:00",19470725630
"2005-07-21 11:00:00",22476745270
"2005-07-21 12:00:00",35850723922
"2005-07-21 13:00:00",58020922980
"2005-07-21 14:00:00",73141909567
"2005-07-21 15:00:00",80643120828
"2005-07-21 16:00:00",86148636887
"2005-07-21 17:00:00",82988357519
"2005-07-21 18:00:00",82284139236
"2005-07-21 19:00:00",81316717503
"2005-07-21 20:00:00",73734934224
"2005-07-21 21:00:00",63820256285
"2005-07-21 22:00:00",52299967164
"2005-07-21 23:00:00",42339956158
"2005-07-22 00:00:00",38237747487
"2005-07-22 01:00:00",35559813102
"2005-07-22 02:00:00",33597899791
"2005-07-22 03:00:00",30905266996
"2005-07-22 04:00:00",27713368039
"2005-07-22 05:00:00",26200369285
"2005-07-22 06:00:00",21958407297
"2005-07-22 07:00:00",20175180479
"2005-07-22 08:00:00",19165447162
"2005-07-22 09:00:00",16644366232
"2005-07-22 10:00:00",16278337987
"2005-07-22 11:00:00",16742354809
"2005-07-22 12:00:00",18716663478
"2005-07-22 13:00:00",22497594924
"2005-07-22 14:00:00",25526348130
"2005-07-22 15:00:00",29704462644
"2005-07-22 16:00:00",31322822735
"2005-07-22 17:00:00",32698863456
"2005-07-22 18:00:00",31763644902
"2005-07-22 19:00:00",31045472739
"2005-07-22 20:00:00",30581786232
"2005-07-22 21:00:00",29983816476
"2005-07-22 22:00:00",31896057571
"2005-07-22 23:00:00",30882187833
"2005-07-23 00:00:00",31251819039
"2005-07-23 01:00:00",32258355131
"2005-07-23 02:00:00",29359973855
"2005-07-23 03:00:00",26185236789
"2005-07-23 04:00:00",23469348786
"2005-07-23 05:00:00",22309693844
"2005-07-23 06:00:00",20075397354
"2005-07-23 07:00:00",19221691098
"2005-07-23 08:00:00",17832653323
"2005-07-23 09:00:00",16883076119
"2005-07-23 10:00:00",16167688153
"2005-07-23 11:00:00",16578844817
"2005-07-23 12:00:00",18484792349
"2005-07-23 13:00:00",22663018596
"2005-07-23 14:00:00",26276500498
"2005-07-23 15:00:00",29918449078
"2005-07-23 16:00:00",31326197580
"2005-07-23 17:00:00",32436577747
"2005-07-23 18:00:00",32994264257
"2005-07-23 19:00:00",34141042456
"2005-07-23 20:00:00",34842292936
"2005-07-23 21:00:00",34268417853
"2005-07-23 22:00:00",37810905726
"2005-07-23 23:00:00",37837588841
"2005-07-24 00:00:00",36644275698
"2005-07-24 01:00:00",34820684299
"2005-07-24 02:00:00",30809538536
"2005-07-24 03:00:00",27033229722
"2005-07-24 04:00:00",23205147479
"2005-07-24 05:00:00",19664695104
"2005-07-24 06:00:00",19058262633
"2005-07-24 07:00:00",18348345343
"2005-07-24 08:00:00",17126658258
"2005-07-24 09:00:00",18792841995
"2005-07-24 10:00:00",22304807063
"2005-07-24 11:00:00",38424801971
"2005-07-24 12:00:00",61854579030
"2005-07-24 13:00:00",77562271197
"2005-07-24 14:00:00",85783375658
"2005-07-24 15:00:00",85632719404
"2005-07-24 16:00:00",88732246236
"2005-07-24 17:00:00",89275543506
"2005-07-24 18:00:00",88220756885
"2005-07-24 19:00:00",83875258110
"2005-07-24 20:00:00",73567715392
"2005-07-24 21:00:00",57914144265
"2005-07-24 22:00:00",47824744948
"2005-07-24 23:00:00",43034695326
"2005-07-25 00:00:00",40741178587
"2005-07-25 01:00:00",38017775954
"2005-07-25 02:00:00",36729736233
"2005-07-25 03:00:00",27752909668
"2005-07-25 04:00:00",24481823920
"2005-07-25 05:00:00",20558402612
"2005-07-25 06:00:00",20979267099
"2005-07-25 07:00:00",19569674304
"2005-07-25 08:00:00",18334940266
"2005-07-25 09:00:00",20251644171
"2005-07-25 10:00:00",30493030256
"2005-07-25 11:00:00",50027887375
"2005-07-25 12:00:00",69545662354
"2005-07-25 13:00:00",79581041534
"2005-07-25 14:00:00",84760794806
"2005-07-25 15:00:00",85132217481
"2005-07-25 16:00:00",84637123308
"2005-07-25 17:00:00",86180577242
"2005-07-25 18:00:00",86625195423
"2005-07-25 19:00:00",79993334656
"2005-07-25 20:00:00",67410530584
"2005-07-25 21:00:00",54022708941
"2005-07-25 22:00:00",46295140933
"2005-07-25 23:00:00",44276871634
"2005-07-26 00:00:00",43830147434
"2005-07-26 01:00:00",38076968971
"2005-07-26 02:00:00",34264097050
"2005-07-26 03:00:00",27527284100
"2005-07-26 04:00:00",23723753826
"2005-07-26 05:00:00",21139969709
"2005-07-26 06:00:00",20481178071
"2005-07-26 07:00:00",18891728164
"2005-07-26 08:00:00",22126855232
"2005-07-26 09:00:00",23834352150
"2005-07-26 10:00:00",38270572455
"2005-07-26 11:00:00",57989706046
"2005-07-26 12:00:00",73827420458
"2005-07-26 13:00:00",81738978270
"2005-07-26 14:00:00",83019998179
"2005-07-26 15:00:00",79744882229
"2005-07-26 16:00:00",81718180657
"2005-07-26 17:00:00",82160603679
"2005-07-26 18:00:00",79782104072
"2005-07-26 19:00:00",71501856320
"2005-07-26 20:00:00",56078030507
"2005-07-26 21:00:00",43557871339
"2005-07-26 22:00:00",40830687047
"2005-07-26 23:00:00",39510393783
"2005-07-27 00:00:00",37649064222
"2005-07-27 01:00:00",33989833930
"2005-07-27 02:00:00",29427683147
"2005-07-27 03:00:00",25700932251
"2005-07-27 04:00:00",20035596765
"2005-07-27 05:00:00",19188736058
"2005-07-27 06:00:00",18747469374
"2005-07-27 07:00:00",18414293202
"2005-07-27 08:00:00",21449745576
"2005-07-27 09:00:00",28494310088
"2005-07-27 10:00:00",45979741068
"2005-07-27 11:00:00",65300392265
"2005-07-27 12:00:00",75395673554
"2005-07-27 13:00:00",76030987234
"2005-07-27 14:00:00",78778072390
"2005-07-27 15:00:00",80283723372
"2005-07-27 16:00:00",81380717109
"2005-07-27 17:00:00",78324863891
"2005-07-27 18:00:00",74337632920
"2005-07-27 19:00:00",64392893786
"2005-07-27 20:00:00",50929384433
"2005-07-27 21:00:00",43561191417
"2005-07-27 22:00:00",38845437333
"2005-07-27 23:00:00",37257974284
"2005-07-28 00:00:00",35351585979
"2005-07-28 01:00:00",30903688960
"2005-07-28 02:00:00",26751410412
"2005-07-28 03:00:00",22172601194
"2005-07-28 04:00:00",20373983107
"2005-07-28 05:00:00",20400130074
"2005-07-28 06:00:00",18891927826
"2005-07-28 07:00:00",21366429175
"2005-07-28 08:00:00",21380858488
"2005-07-28 09:00:00",31093052729
"2005-07-28 10:00:00",51528036132
"2005-07-28 11:00:00",69610584123
"2005-07-28 12:00:00",76364975533
"2005-07-28 13:00:00",81281257078

Internet traffic data (in bits) from a private ISP with centres in 11 European cities. The data corresponds to a transatlantic link and was collected from 06:57 hours on 7 June to 11:17 hours on 31 July 2005. Hourly data.

